job_title_short,skill,demand_count
Data Scientist,no-sql,464
Data Scientist,rshiny,453
Data Scientist,ansible,448
Data Scientist,ibm cloud,442
Data Scientist,db2,438
Data Scientist,datarobot,416
Data Scientist,notion,415
Data Scientist,powershell,411
Data Scientist,atlassian,408
Data Scientist,slack,405
Data Scientist,crystal,403
Data Scientist,golang,401
Data Scientist,dplyr,376
Data Scientist,visual basic,372
Data Scientist,zoom,361
Data Scientist,watson,359
Data Scientist,node.js,344
Data Scientist,aurora,339
Data Scientist,terminal,325
Data Scientist,assembly,316
Data Scientist,typescript,306
Data Scientist,jquery,304
Data Scientist,swift,303
Data Scientist,rust,297
Data Scientist,ms access,295
Data Scientist,yarn,249
Data Scientist,selenium,246
Data Scientist,node,232
Data Scientist,svn,232
Data Scientist,unity,225
Data Scientist,kotlin,197
Data Scientist,planner,189
Data Scientist,unify,189
Data Scientist,digitalocean,184
Data Scientist,graphql,169
Data Scientist,mariadb,146
Data Scientist,fortran,143
Data Scientist,asp.net,140
Data Scientist,ubuntu,135
Data Scientist,vmware,128
Data Scientist,trello,127
Data Scientist,solidity,124
Data Scientist,firebase,109
Data Scientist,microsoft teams,103
Data Scientist,apl,101
Data Scientist,centos,100
Data Scientist,asana,98
Data Scientist,sqlite,93
Data Scientist,macos,92
Data Scientist,puppet,92
Data Scientist,symphony,85
Data Scientist,redhat,84
Data Scientist,electron,82
Data Scientist,arch,75
Data Scientist,flutter,69
Data Scientist,mlr,66
Data Scientist,airtable,65
Data Scientist,unreal,60
Data Scientist,vb.net,58
Data Scientist,groovy,57
Data Scientist,wire,57
Data Scientist,react.js,56
Data Scientist,smartsheet,56
Data Scientist,dart,54
Data Scientist,vue.js,54
Data Scientist,openstack,51
Data Scientist,elixir,49
Data Scientist,couchbase,48
Data Scientist,npm,47
Data Scientist,ruby on rails,47
Data Scientist,clojure,42
Data Scientist,codecommit,40
Data Scientist,firestore,39
Data Scientist,lua,36
Data Scientist,monday.com,35
Data Scientist,powerbi,35
Data Scientist,lisp,34
Data Scientist,tidyr,33
Data Scientist,cordova,32
Data Scientist,wsl,31
Data Scientist,twilio,30
Data Scientist,webex,30
Data Scientist,haskell,29
Data Scientist,laravel,29
Data Scientist,qt,29
Data Scientist,drupal,25
Data Scientist,heroku,22
Data Scientist,ringcentral,22
Data Scientist,colocation,21
Data Scientist,pascal,21
Data Scientist,pulumi,19
Data Scientist,sass,18
Data Scientist,debian,16
Data Scientist,dlib,16
Data Scientist,cobol,15
Data Scientist,ovh,15
Data Scientist,next.js,14
Data Scientist,angular.js,12
Data Scientist,couchdb,11
Data Scientist,delphi,11
Data Scientist,erlang,11
Data Scientist,asp.net core,10
Data Scientist,blazor,10
Data Scientist,fedora,9
Data Scientist,ionic,9
Data Scientist,nuix,9
Data Scientist,objective-c,9
Data Scientist,svelte,9
Data Scientist,homebrew,8
Data Scientist,mlpack,8
Data Scientist,symfony,8
Data Scientist,wrike,8
Data Scientist,chainer,7
Data Scientist,f#,6
Data Scientist,linode,6
Data Scientist,ocaml,6
Data Scientist,clickup,5
Data Scientist,xamarin,5
Data Scientist,huggingface,4
Data Scientist,fastify,3
Data Scientist,esquisse,2
Data Scientist,play framework,2
Data Scientist,workfront,2
Data Scientist,mattermost,1
Data Scientist,nuxt.js,1
Data Scientist,shogun,1
Data Scientist,sqlserver,1
Data Scientist,wimi,1
Machine Learning Engineer,python,9671
Machine Learning Engineer,pytorch,4384
Machine Learning Engineer,tensorflow,4299
Machine Learning Engineer,aws,3779
Machine Learning Engineer,sql,3485
Machine Learning Engineer,azure,2728
Machine Learning Engineer,spark,2712
Machine Learning Engineer,docker,2662
Machine Learning Engineer,java,2344
Machine Learning Engineer,kubernetes,2308
Machine Learning Engineer,scikit-learn,1998
Machine Learning Engineer,gcp,1689
Machine Learning Engineer,git,1614
Machine Learning Engineer,r,1570
Machine Learning Engineer,pandas,1569
Machine Learning Engineer,keras,1453
Machine Learning Engineer,numpy,1256
Machine Learning Engineer,hadoop,1193
Machine Learning Engineer,c++,1187
Machine Learning Engineer,airflow,1164
Machine Learning Engineer,scala,1128
Machine Learning Engineer,linux,1056
Machine Learning Engineer,go,935
Machine Learning Engineer,databricks,920
Machine Learning Engineer,kafka,885
Machine Learning Engineer,terraform,760
Machine Learning Engineer,nosql,743
Machine Learning Engineer,github,615
Machine Learning Engineer,excel,581
Machine Learning Engineer,jenkins,569
Machine Learning Engineer,flow,493
Machine Learning Engineer,pyspark,491
Machine Learning Engineer,mysql,446
Machine Learning Engineer,tableau,403
Machine Learning Engineer,javascript,397
Machine Learning Engineer,snowflake,382
Machine Learning Engineer,c,364
Machine Learning Engineer,matplotlib,356
Machine Learning Engineer,mongodb,330
Machine Learning Engineer,opencv,327
Machine Learning Engineer,bigquery,317
Machine Learning Engineer,jira,299
Machine Learning Engineer,jupyter,291
Machine Learning Engineer,shell,285
Machine Learning Engineer,c#,279
Machine Learning Engineer,postgresql,278
Machine Learning Engineer,bash,276
Machine Learning Engineer,gitlab,273
Machine Learning Engineer,flask,270
Machine Learning Engineer,word,270
Machine Learning Engineer,oracle,267
Machine Learning Engineer,elasticsearch,262
Machine Learning Engineer,power bi,257
Machine Learning Engineer,fastapi,239
Machine Learning Engineer,react,234
Machine Learning Engineer,redis,221
Machine Learning Engineer,redshift,220
Machine Learning Engineer,matlab,204
Machine Learning Engineer,sap,200
Machine Learning Engineer,ansible,192
Machine Learning Engineer,windows,185
Machine Learning Engineer,sas,183
Machine Learning Engineer,cassandra,182
Machine Learning Engineer,nltk,174
Machine Learning Engineer,unix,159
Machine Learning Engineer,django,147
Machine Learning Engineer,golang,144
Machine Learning Engineer,hugging face,142
Machine Learning Engineer,sql server,140
Machine Learning Engineer,mxnet,135
Machine Learning Engineer,confluence,127
Machine Learning Engineer,ruby,124
Machine Learning Engineer,dynamodb,122
Machine Learning Engineer,typescript,121
Machine Learning Engineer,express,112
Machine Learning Engineer,slack,112
Machine Learning Engineer,bitbucket,111
Machine Learning Engineer,html,111
Machine Learning Engineer,powerpoint,100
Machine Learning Engineer,spring,99
Machine Learning Engineer,angular,92
Machine Learning Engineer,seaborn,91
Machine Learning Engineer,gdpr,83
Machine Learning Engineer,theano,83
Machine Learning Engineer,css,76
Machine Learning Engineer,rust,73
Machine Learning Engineer,datarobot,72
Machine Learning Engineer,splunk,70
Machine Learning Engineer,ssis,70
Machine Learning Engineer,looker,68
Machine Learning Engineer,plotly,68
Machine Learning Engineer,powershell,67
Machine Learning Engineer,aurora,64
Machine Learning Engineer,perl,64
Machine Learning Engineer,alteryx,61
Machine Learning Engineer,assembly,61
Machine Learning Engineer,qlik,61
Machine Learning Engineer,no-sql,60
Machine Learning Engineer,php,60
Machine Learning Engineer,julia,58
Machine Learning Engineer,vba,58
Machine Learning Engineer,kotlin,56
Machine Learning Engineer,outlook,55
Machine Learning Engineer,swift,53
Machine Learning Engineer,selenium,51
Machine Learning Engineer,ubuntu,49
Machine Learning Engineer,node.js,48
Machine Learning Engineer,chef,46
Machine Learning Engineer,zoom,46
Machine Learning Engineer,atlassian,41
Machine Learning Engineer,neo4j,40
Machine Learning Engineer,mongo,39
Machine Learning Engineer,sheets,36
Machine Learning Engineer,ssrs,34
Machine Learning Engineer,unify,34
Machine Learning Engineer,graphql,33
Machine Learning Engineer,sharepoint,33
Machine Learning Engineer,unity,33
Machine Learning Engineer,vue,32
Machine Learning Engineer,node,30
Machine Learning Engineer,puppet,30
Machine Learning Engineer,unreal,30
Machine Learning Engineer,clojure,29
Machine Learning Engineer,watson,26
Machine Learning Engineer,ibm cloud,25
Machine Learning Engineer,t-sql,25
Machine Learning Engineer,dax,24
Machine Learning Engineer,spss,24
Machine Learning Engineer,terminal,24
Machine Learning Engineer,db2,22
Machine Learning Engineer,notion,22
Machine Learning Engineer,svn,22
Machine Learning Engineer,vmware,22
Machine Learning Engineer,wire,22
Machine Learning Engineer,jquery,21
Machine Learning Engineer,redhat,21
Machine Learning Engineer,visio,19
Machine Learning Engineer,asp.net,17
Machine Learning Engineer,firebase,17
Machine Learning Engineer,yarn,16
Machine Learning Engineer,haskell,15
Machine Learning Engineer,centos,14
Machine Learning Engineer,couchbase,14
Machine Learning Engineer,macos,14
Machine Learning Engineer,mariadb,14
Machine Learning Engineer,dlib,13
Machine Learning Engineer,phoenix,13
Machine Learning Engineer,ruby on rails,13
Machine Learning Engineer,trello,13
Machine Learning Engineer,vue.js,13
Machine Learning Engineer,groovy,12
Machine Learning Engineer,microstrategy,12
Machine Learning Engineer,openstack,12
Machine Learning Engineer,pulumi,12
Machine Learning Engineer,suse,12
Machine Learning Engineer,tidyverse,12
Machine Learning Engineer,visual basic,12
Machine Learning Engineer,lua,10
Machine Learning Engineer,f#,9
Machine Learning Engineer,fortran,9
Machine Learning Engineer,spreadsheet,9
Machine Learning Engineer,microsoft teams,8
Machine Learning Engineer,npm,8
Machine Learning Engineer,rshiny,8
Machine Learning Engineer,cognos,7
Machine Learning Engineer,electron,7
Machine Learning Engineer,flutter,7
Machine Learning Engineer,ms access,7
Machine Learning Engineer,planner,7
Machine Learning Engineer,react.js,7
Machine Learning Engineer,vb.net,7
Machine Learning Engineer,codecommit,6
Machine Learning Engineer,crystal,6
Machine Learning Engineer,debian,6
Machine Learning Engineer,digitalocean,6
Machine Learning Engineer,elixir,6
Machine Learning Engineer,erlang,6
Machine Learning Engineer,ggplot2,6
Machine Learning Engineer,ionic,6
Machine Learning Engineer,next.js,6
Machine Learning Engineer,airtable,5
Machine Learning Engineer,arch,5
Machine Learning Engineer,asana,5
Machine Learning Engineer,heroku,5
Machine Learning Engineer,laravel,5
Machine Learning Engineer,colocation,4
Machine Learning Engineer,dplyr,4
Machine Learning Engineer,drupal,4
Machine Learning Engineer,firestore,4
Machine Learning Engineer,solidity,4
Machine Learning Engineer,sqlite,4
Machine Learning Engineer,webex,4
Machine Learning Engineer,capacitor,3
Machine Learning Engineer,chainer,3
Machine Learning Engineer,homebrew,3
Machine Learning Engineer,lisp,3
Machine Learning Engineer,ocaml,3
Machine Learning Engineer,smartsheet,3
Machine Learning Engineer,twilio,3
Machine Learning Engineer,wsl,3
Machine Learning Engineer,apl,2
Machine Learning Engineer,cobol,2
Machine Learning Engineer,dart,2
Machine Learning Engineer,delphi,2
Machine Learning Engineer,objective-c,2
Machine Learning Engineer,pascal,2
Machine Learning Engineer,qt,2
Machine Learning Engineer,sass,2
Machine Learning Engineer,symphony,2
Machine Learning Engineer,angular.js,1
Machine Learning Engineer,asp.net core,1
Machine Learning Engineer,blazor,1
Machine Learning Engineer,clickup,1
Machine Learning Engineer,gatsby,1
Machine Learning Engineer,mlr,1
Machine Learning Engineer,monday.com,1
Machine Learning Engineer,nuix,1
Machine Learning Engineer,nuxt.js,1
Machine Learning Engineer,play framework,1
Machine Learning Engineer,powerbi,1
Machine Learning Engineer,tidyr,1
Machine Learning Engineer,xamarin,1
Senior Data Analyst,sql,17694
Senior Data Analyst,python,11044
Senior Data Analyst,tableau,9980
Senior Data Analyst,excel,8280
Senior Data Analyst,r,6231
Senior Data Analyst,power bi,6000
Senior Data Analyst,sas,2758
Senior Data Analyst,azure,2272
Senior Data Analyst,powerpoint,2146
Senior Data Analyst,aws,2126
Senior Data Analyst,looker,1981
Senior Data Analyst,snowflake,1981
Senior Data Analyst,oracle,1882
Senior Data Analyst,word,1747
Senior Data Analyst,sql server,1690
Senior Data Analyst,sap,1546
Senior Data Analyst,go,1508
Senior Data Analyst,flow,1432
Senior Data Analyst,spark,1368
Senior Data Analyst,alteryx,1186
Senior Data Analyst,jira,1030
Senior Data Analyst,qlik,1013
Senior Data Analyst,hadoop,1008
Senior Data Analyst,vba,925
Senior Data Analyst,databricks,916
Senior Data Analyst,bigquery,854
Senior Data Analyst,redshift,817
Senior Data Analyst,java,763
Senior Data Analyst,gcp,749
Senior Data Analyst,spss,695
Senior Data Analyst,git,679
Senior Data Analyst,ssis,652
Senior Data Analyst,sharepoint,632
Senior Data Analyst,airflow,596
Senior Data Analyst,javascript,573
Senior Data Analyst,ssrs,556
Senior Data Analyst,pandas,539
Senior Data Analyst,outlook,534
Senior Data Analyst,c,533
Senior Data Analyst,dax,528
Senior Data Analyst,mysql,502
Senior Data Analyst,scala,476
Senior Data Analyst,microstrategy,462
Senior Data Analyst,nosql,446
Senior Data Analyst,cognos,437
Senior Data Analyst,visio,419
Senior Data Analyst,confluence,382
Senior Data Analyst,pyspark,373
Senior Data Analyst,sheets,361
Senior Data Analyst,ms access,335
Senior Data Analyst,github,321
Senior Data Analyst,express,320
Senior Data Analyst,t-sql,317
Senior Data Analyst,postgresql,306
Senior Data Analyst,numpy,290
Senior Data Analyst,html,274
Senior Data Analyst,linux,268
Senior Data Analyst,jupyter,263
Senior Data Analyst,windows,261
Senior Data Analyst,gdpr,252
Senior Data Analyst,shell,252
Senior Data Analyst,unix,237
Senior Data Analyst,kafka,231
Senior Data Analyst,matlab,222
Senior Data Analyst,spreadsheet,212
Senior Data Analyst,mongodb,209
Senior Data Analyst,tensorflow,188
Senior Data Analyst,c#,185
Senior Data Analyst,crystal,177
Senior Data Analyst,scikit-learn,177
Senior Data Analyst,docker,173
Senior Data Analyst,c++,171
Senior Data Analyst,matplotlib,159
Senior Data Analyst,css,157
Senior Data Analyst,react,157
Senior Data Analyst,db2,148
Senior Data Analyst,splunk,142
Senior Data Analyst,kubernetes,137
Senior Data Analyst,visual basic,131
Senior Data Analyst,slack,127
Senior Data Analyst,plotly,125
Senior Data Analyst,pytorch,121
Senior Data Analyst,perl,103
Senior Data Analyst,phoenix,95
Senior Data Analyst,atlassian,94
Senior Data Analyst,firebase,94
Senior Data Analyst,bash,90
Senior Data Analyst,zoom,86
Senior Data Analyst,swift,85
Senior Data Analyst,notion,84
Senior Data Analyst,jenkins,82
Senior Data Analyst,gitlab,77
Senior Data Analyst,seaborn,77
Senior Data Analyst,bitbucket,76
Senior Data Analyst,elasticsearch,76
Senior Data Analyst,mongo,75
Senior Data Analyst,php,74
Senior Data Analyst,keras,73
Senior Data Analyst,cassandra,71
Senior Data Analyst,powershell,71
Senior Data Analyst,unify,71
Senior Data Analyst,assembly,66
Senior Data Analyst,terraform,65
Senior Data Analyst,vue,62
Senior Data Analyst,node.js,57
Senior Data Analyst,angular,53
Senior Data Analyst,neo4j,53
Senior Data Analyst,ruby,53
Senior Data Analyst,spring,53
Senior Data Analyst,unity,51
Senior Data Analyst,jquery,50
Senior Data Analyst,planner,50
Senior Data Analyst,watson,47
Senior Data Analyst,flask,46
Senior Data Analyst,npm,46
Senior Data Analyst,terminal,41
Senior Data Analyst,dynamodb,40
Senior Data Analyst,chef,38
Senior Data Analyst,smartsheet,38
Senior Data Analyst,vmware,36
Senior Data Analyst,microsoft teams,34
Senior Data Analyst,ansible,30
Senior Data Analyst,asana,30
Senior Data Analyst,asp.net,29
Senior Data Analyst,cobol,29
Senior Data Analyst,selenium,27
Senior Data Analyst,julia,25
Senior Data Analyst,dplyr,24
Senior Data Analyst,rshiny,24
Senior Data Analyst,trello,23
Senior Data Analyst,twilio,23
Senior Data Analyst,aurora,22
Senior Data Analyst,datarobot,22
Senior Data Analyst,node,22
Senior Data Analyst,workfront,22
Senior Data Analyst,no-sql,21
Senior Data Analyst,redis,20
Senior Data Analyst,wire,20
Senior Data Analyst,django,19
Senior Data Analyst,ggplot2,18
Senior Data Analyst,puppet,18
Senior Data Analyst,macos,16
Senior Data Analyst,typescript,16
Senior Data Analyst,vb.net,16
Senior Data Analyst,mariadb,15
Senior Data Analyst,golang,13
Senior Data Analyst,ibm cloud,13
Senior Data Analyst,mxnet,13
Senior Data Analyst,tidyverse,12
Senior Data Analyst,clickup,11
Senior Data Analyst,powerbi,11
Senior Data Analyst,sqlite,11
Senior Data Analyst,symphony,11
Senior Data Analyst,airtable,10
Senior Data Analyst,opencv,10
Senior Data Analyst,webex,10
Senior Data Analyst,wrike,10
Senior Data Analyst,ringcentral,9
Senior Data Analyst,sass,9
Senior Data Analyst,groovy,8
Senior Data Analyst,nltk,8
Senior Data Analyst,nuix,7
Senior Data Analyst,rust,7
Senior Data Analyst,solidity,7
Senior Data Analyst,yarn,7
Senior Data Analyst,cordova,6
Senior Data Analyst,dart,6
Senior Data Analyst,flutter,6
Senior Data Analyst,graphql,6
Senior Data Analyst,arch,5
Senior Data Analyst,codecommit,5
Senior Data Analyst,google chat,5
Senior Data Analyst,kotlin,5
Senior Data Analyst,next.js,5
Senior Data Analyst,qt,5
Senior Data Analyst,couchbase,4
Senior Data Analyst,monday.com,4
Senior Data Analyst,openstack,4
Senior Data Analyst,delphi,3
Senior Data Analyst,digitalocean,3
Senior Data Analyst,fastapi,3
Senior Data Analyst,firestore,3
Senior Data Analyst,react.js,3
Senior Data Analyst,redhat,3
Senior Data Analyst,svn,3
Senior Data Analyst,tidyr,3
Senior Data Analyst,colocation,2
Senior Data Analyst,electron,2
Senior Data Analyst,fortran,2
Senior Data Analyst,hugging face,2
Senior Data Analyst,mattermost,2
Senior Data Analyst,ruby on rails,2
Senior Data Analyst,ubuntu,2
Senior Data Analyst,vue.js,2
Senior Data Analyst,apl,1
Senior Data Analyst,centos,1
Senior Data Analyst,couchdb,1
Senior Data Analyst,drupal,1
Senior Data Analyst,elixir,1
Senior Data Analyst,heroku,1
Senior Data Analyst,laravel,1
Senior Data Analyst,linode,1
Senior Data Analyst,pascal,1
Senior Data Analyst,sqlserver,1
Senior Data Analyst,symfony,1
Senior Data Analyst,theano,1
Senior Data Analyst,wsl,1
Senior Data Engineer,python,28854
Senior Data Engineer,sql,28570
Senior Data Engineer,aws,19311
Senior Data Engineer,azure,16160
Senior Data Engineer,spark,16034
Senior Data Engineer,java,10119
Senior Data Engineer,kafka,9672
Senior Data Engineer,snowflake,9096
Senior Data Engineer,airflow,8684
Senior Data Engineer,scala,8612
Senior Data Engineer,hadoop,7821
Senior Data Engineer,databricks,7802
Senior Data Engineer,nosql,6929
Senior Data Engineer,redshift,6706
Senior Data Engineer,gcp,6279
Senior Data Engineer,kubernetes,4940
Senior Data Engineer,tableau,4690
Senior Data Engineer,git,4634
Senior Data Engineer,docker,4619
Senior Data Engineer,pyspark,4163
Senior Data Engineer,power bi,4144
Senior Data Engineer,sql server,4130
Senior Data Engineer,oracle,4039
Senior Data Engineer,terraform,3587
Senior Data Engineer,mysql,3330
Senior Data Engineer,bigquery,3210
Senior Data Engineer,shell,2932
Senior Data Engineer,go,2844
Senior Data Engineer,flow,2681
Senior Data Engineer,postgresql,2568
Senior Data Engineer,linux,2558
Senior Data Engineer,r,2503
Senior Data Engineer,cassandra,2425
Senior Data Engineer,ssis,2375
Senior Data Engineer,mongodb,2307
Senior Data Engineer,jenkins,2289
Senior Data Engineer,github,2280
Senior Data Engineer,jira,1874
Senior Data Engineer,c#,1488
Senior Data Engineer,looker,1468
Senior Data Engineer,excel,1467
Senior Data Engineer,pandas,1465
Senior Data Engineer,dynamodb,1374
Senior Data Engineer,elasticsearch,1284
Senior Data Engineer,javascript,1266
Senior Data Engineer,t-sql,1146
Senior Data Engineer,mongo,1126
Senior Data Engineer,unix,1124
Senior Data Engineer,sap,1110
Senior Data Engineer,gitlab,1010
Senior Data Engineer,bash,994
Senior Data Engineer,c++,926
Senior Data Engineer,confluence,892
Senior Data Engineer,ansible,876
Senior Data Engineer,redis,824
Senior Data Engineer,powershell,794
Senior Data Engineer,windows,765
Senior Data Engineer,sas,762
Senior Data Engineer,qlik,747
Senior Data Engineer,ssrs,715
Senior Data Engineer,numpy,689
Senior Data Engineer,c,685
Senior Data Engineer,gdpr,645
Senior Data Engineer,tensorflow,611
Senior Data Engineer,react,597
Senior Data Engineer,aurora,592
Senior Data Engineer,word,566
Senior Data Engineer,dax,560
Senior Data Engineer,golang,539
Senior Data Engineer,jupyter,535
Senior Data Engineer,bitbucket,532
Senior Data Engineer,spring,521
Senior Data Engineer,db2,478
Senior Data Engineer,alteryx,466
Senior Data Engineer,typescript,433
Senior Data Engineer,express,432
Senior Data Engineer,no-sql,411
Senior Data Engineer,pytorch,405
Senior Data Engineer,neo4j,366
Senior Data Engineer,splunk,337
Senior Data Engineer,flask,330
Senior Data Engineer,ruby,329
Senior Data Engineer,graphql,323
Senior Data Engineer,perl,317
Senior Data Engineer,scikit-learn,314
Senior Data Engineer,yarn,313
Senior Data Engineer,angular,303
Senior Data Engineer,kotlin,286
Senior Data Engineer,html,285
Senior Data Engineer,chef,279
Senior Data Engineer,microstrategy,274
Senior Data Engineer,node.js,269
Senior Data Engineer,cognos,268
Senior Data Engineer,rust,259
Senior Data Engineer,django,250
Senior Data Engineer,slack,246
Senior Data Engineer,css,242
Senior Data Engineer,atlassian,219
Senior Data Engineer,keras,219
Senior Data Engineer,puppet,216
Senior Data Engineer,fastapi,198
Senior Data Engineer,powerpoint,195
Senior Data Engineer,sharepoint,174
Senior Data Engineer,unity,174
Senior Data Engineer,vmware,168
Senior Data Engineer,php,166
Senior Data Engineer,selenium,164
Senior Data Engineer,node,147
Senior Data Engineer,unify,140
Senior Data Engineer,matlab,134
Senior Data Engineer,visio,132
Senior Data Engineer,matplotlib,130
Senior Data Engineer,outlook,126
Senior Data Engineer,zoom,122
Senior Data Engineer,mariadb,121
Senior Data Engineer,svn,119
Senior Data Engineer,notion,110
Senior Data Engineer,swift,105
Senior Data Engineer,vue,96
Senior Data Engineer,pulumi,87
Senior Data Engineer,phoenix,83
Senior Data Engineer,asp.net,81
Senior Data Engineer,groovy,77
Senior Data Engineer,crystal,75
Senior Data Engineer,vba,75
Senior Data Engineer,assembly,74
Senior Data Engineer,redhat,69
Senior Data Engineer,seaborn,68
Senior Data Engineer,spss,67
Senior Data Engineer,terminal,67
Senior Data Engineer,couchbase,66
Senior Data Engineer,ubuntu,63
Senior Data Engineer,ibm cloud,58
Senior Data Engineer,plotly,56
Senior Data Engineer,firestore,55
Senior Data Engineer,jquery,51
Senior Data Engineer,openstack,46
Senior Data Engineer,react.js,45
Senior Data Engineer,julia,44
Senior Data Engineer,firebase,42
Senior Data Engineer,ruby on rails,42
Senior Data Engineer,sheets,42
Senior Data Engineer,vue.js,42
Senior Data Engineer,trello,38
Senior Data Engineer,couchdb,37
Senior Data Engineer,colocation,34
Senior Data Engineer,wire,34
Senior Data Engineer,opencv,33
Senior Data Engineer,centos,32
Senior Data Engineer,visual basic,32
Senior Data Engineer,codecommit,31
Senior Data Engineer,planner,31
Senior Data Engineer,asana,30
Senior Data Engineer,macos,30
Senior Data Engineer,clojure,29
Senior Data Engineer,flutter,29
Senior Data Engineer,sqlite,28
Senior Data Engineer,vb.net,28
Senior Data Engineer,mxnet,26
Senior Data Engineer,haskell,24
Senior Data Engineer,spreadsheet,24
Senior Data Engineer,asp.net core,23
Senior Data Engineer,f#,23
Senior Data Engineer,heroku,23
Senior Data Engineer,next.js,23
Senior Data Engineer,cobol,22
Senior Data Engineer,microsoft teams,22
Senior Data Engineer,nltk,22
Senior Data Engineer,sass,22
Senior Data Engineer,erlang,21
Senior Data Engineer,airtable,20
Senior Data Engineer,symphony,20
Senior Data Engineer,angular.js,19
Senior Data Engineer,dart,19
Senior Data Engineer,ms access,18
Senior Data Engineer,unreal,18
Senior Data Engineer,arch,17
Senior Data Engineer,elixir,17
Senior Data Engineer,drupal,16
Senior Data Engineer,delphi,15
Senior Data Engineer,lua,15
Senior Data Engineer,npm,13
Senior Data Engineer,twilio,13
Senior Data Engineer,watson,13
Senior Data Engineer,rshiny,12
Senior Data Engineer,clickup,11
Senior Data Engineer,hugging face,11
Senior Data Engineer,laravel,11
Senior Data Engineer,debian,10
Senior Data Engineer,mattermost,10
Senior Data Engineer,ringcentral,10
Senior Data Engineer,smartsheet,10
Senior Data Engineer,dplyr,9
Senior Data Engineer,ovh,9
Senior Data Engineer,tidyverse,9
Senior Data Engineer,ggplot2,8
Senior Data Engineer,solidity,8
Senior Data Engineer,datarobot,7
Senior Data Engineer,theano,7
Senior Data Engineer,digitalocean,6
Senior Data Engineer,gatsby,6
Senior Data Engineer,lisp,6
Senior Data Engineer,powerbi,6
Senior Data Engineer,suse,6
Senior Data Engineer,play framework,5
Senior Data Engineer,sqlserver,5
Senior Data Engineer,svelte,4
Senior Data Engineer,capacitor,3
Senior Data Engineer,linode,3
Senior Data Engineer,nuxt.js,3
Senior Data Engineer,qt,3
Senior Data Engineer,xamarin,3
Senior Data Engineer,apl,2
Senior Data Engineer,blazor,2
Senior Data Engineer,electron,2
Senior Data Engineer,fortran,2
Senior Data Engineer,google chat,2
Senior Data Engineer,ionic,2
Senior Data Engineer,monday.com,2
Senior Data Engineer,nuix,2
Senior Data Engineer,objective-c,2
Senior Data Engineer,webex,2
Senior Data Engineer,wsl,2
Senior Data Engineer,cordova,1
Senior Data Engineer,ocaml,1
Senior Data Engineer,symfony,1
Senior Data Scientist,python,25901
Senior Data Scientist,sql,18600
Senior Data Scientist,r,12717
Senior Data Scientist,aws,7446
Senior Data Scientist,spark,6613
Senior Data Scientist,tableau,5940
Senior Data Scientist,azure,5515
Senior Data Scientist,tensorflow,5043
Senior Data Scientist,pytorch,4372
Senior Data Scientist,pandas,3601
Senior Data Scientist,hadoop,3519
Senior Data Scientist,excel,3273
Senior Data Scientist,scikit-learn,3230
Senior Data Scientist,sas,3130
Senior Data Scientist,java,3126
Senior Data Scientist,git,2953
Senior Data Scientist,scala,2843
Senior Data Scientist,power bi,2779
Senior Data Scientist,gcp,2609
Senior Data Scientist,numpy,2503
Senior Data Scientist,databricks,2263
Senior Data Scientist,go,2094
Senior Data Scientist,docker,2003
Senior Data Scientist,snowflake,1889
Senior Data Scientist,keras,1870
Senior Data Scientist,pyspark,1839
Senior Data Scientist,nosql,1686
Senior Data Scientist,airflow,1402
Senior Data Scientist,kubernetes,1326
Senior Data Scientist,looker,1316
Senior Data Scientist,c++,1276
Senior Data Scientist,flow,1266
Senior Data Scientist,matplotlib,1171
Senior Data Scientist,oracle,1157
Senior Data Scientist,linux,1109
Senior Data Scientist,matlab,1085
Senior Data Scientist,bigquery,1065
Senior Data Scientist,word,984
Senior Data Scientist,github,966
Senior Data Scientist,jupyter,963
Senior Data Scientist,powerpoint,945
Senior Data Scientist,redshift,880
Senior Data Scientist,kafka,873
Senior Data Scientist,sql server,865
Senior Data Scientist,c,841
Senior Data Scientist,javascript,789
Senior Data Scientist,mysql,726
Senior Data Scientist,sap,718
Senior Data Scientist,jira,716
Senior Data Scientist,qlik,656
Senior Data Scientist,mongodb,580
Senior Data Scientist,plotly,573
Senior Data Scientist,spss,543
Senior Data Scientist,postgresql,535
Senior Data Scientist,windows,523
Senior Data Scientist,c#,503
Senior Data Scientist,seaborn,483
Senior Data Scientist,jenkins,471
Senior Data Scientist,express,433
Senior Data Scientist,alteryx,430
Senior Data Scientist,nltk,426
Senior Data Scientist,elasticsearch,382
Senior Data Scientist,shell,380
Senior Data Scientist,flask,326
Senior Data Scientist,confluence,323
Senior Data Scientist,opencv,311
Senior Data Scientist,gitlab,299
Senior Data Scientist,bash,289
Senior Data Scientist,unix,288
Senior Data Scientist,outlook,265
Senior Data Scientist,julia,264
Senior Data Scientist,gdpr,260
Senior Data Scientist,cassandra,250
Senior Data Scientist,hugging face,242
Senior Data Scientist,ssis,234
Senior Data Scientist,terraform,230
Senior Data Scientist,vba,224
Senior Data Scientist,splunk,220
Senior Data Scientist,html,217
Senior Data Scientist,neo4j,213
Senior Data Scientist,mxnet,204
Senior Data Scientist,react,204
Senior Data Scientist,ggplot2,194
Senior Data Scientist,redis,174
Senior Data Scientist,microstrategy,166
Senior Data Scientist,dax,165
Senior Data Scientist,spring,164
Senior Data Scientist,theano,162
Senior Data Scientist,bitbucket,157
Senior Data Scientist,django,148
Senior Data Scientist,ssrs,148
